name,category,star_rating,visitor_reviews,blog_reviews,address
우동키노야 광안점,음식점,별점 없음,418,0,부산 수영구 광남로 75 2층
금문초밥,음식점,별점 없음,104,0,부산 남구 동명로131번길 3
회뜰기세,음식점,별점 없음,16,0,부산 남구 유엔로 104-1 1층
아케스시,음식점,별점 없음,123,0,부산 수영구 남천바다로10번길 7 아케스시
대박횟집 1인회 전문,음식점,별점 없음,25,3,부산 남구 동명로 123
가온카츠,음식점,별점 없음,1,0,"부산 남구 이기대공원로26번길 13 다동 1층 101호(용호동, 해동그린빌라)"
카페 미도리,음식점,4.87,"1,413",0,부산 남구 천제등로37번길 4 1층(대연동)
블랑드블랑,음식점,4.77,896,0,부산 남구 유엔평화로14번길 40
알로하오노,음식점,별점 없음,257,0,부산 수영구 광안해변로 133 4층
오일리 경성대본점,음식점,4.9,"3,181",0,부산 남구 수영로322번길 49-3 1층 오일리 경성대본점
해쉬,음식점,4.56,"2,338",0,부산 남구 수영로334번길 24 1층 해쉬
궁중해물탕 조씨집 대연본점,음식점,4.59,"1,861",0,부산 남구 진남로 7-11 궁중해물탕 조씨집
꽉꽉피자 대연점,음식점,별점 없음,10,0,부산 남구 수영로266번길 33 1층
도로시파스타 연정,음식점,별점 없음,2,0,부산 남구 수영로298번길 21 3층 306호
맘스피자 부산경성대점,음식점,별점 없음,10,0,부산 남구 수영로 313 2층
피자헛 부산대연점,음식점,4.47,502,0,부산 남구 수영로 274 새신흥화원
르몽드트레비어,음식점,별점 없음,19,0,부산 남구 용소로13번길 36-1 1층
미친피자 남구점,음식점,별점 없음,62,0,부산 남구 용소로64번길 14 1층
한국맥도날드경성대점,음식점,별점 없음,"1,140",0,부산 남구 수영로 304
부버거,음식점,별점 없음,128,0,부산 남구 수영로266번길 36 1층
퀸즈 필라프 대연점,음식점,별점 없음,1,1,부산 남구 용소로19번길 41
차영호,음식점,별점 없음,5,0,부산 남구 수영로322번길 8 지하1층
피자파파,음식점,별점 없음,78,0,부산 남구 신선로 566 401동 103호 104호 일부호
대연동싸다구피자,음식점,4.73,319,0,부산 남구 수영로250번길 82 1층 싸다구피자
홍루이젠 부산대연점,음식점,별점 없음,364,0,부산 남구 수영로 345 상가 114동 104호 홍루이젠 대연점
홍루이젠 부산W스퀘어점,음식점,4.47,565,0,부산 남구 분포로 145 W스퀘어 상가 2층 2029호
김씨화덕 W스퀘어점,음식점,별점 없음,769,0,부산 남구 분포로 145 W스퀘어 C동
지니프레쉬 대연점,음식점,별점 없음,463,0,"부산 남구 수영로250번길 47 1층, 지니프레쉬 대연점"
캐스크앤뀌베 용호점,음식점,별점 없음,62,0,부산 남구 분포로 145 더블유 스퀘어동 1층 1069호
엘브리또 경성대점,음식점,별점 없음,701,0,부산 남구 수영로293번길 42
오크피자,음식점,별점 없음,3,0,부산 남구 수영로250번길 45-24
불스피자,음식점,별점 없음,14,0,부산 남구 수영로250번길 45-4 1층
용소식당 경성대 대연동점,음식점,4.84,"1,565",0,부산 남구 유엔평화로9번길 25 용소식당
코브라독스 부산대연역점,음식점,별점 없음,222,0,부산 남구 수영로 256-1 1층
무무 피자,음식점,별점 없음,267,0,주소 없음
샌딜리버블 남구점,음식점,별점 없음,3,0,부산 남구 유엔평화로17번길 69 1층
666버거 대연점,음식점,별점 없음,205,0,부산 남구 유엔로 211 정성재아파트 상가 101동 101호
푸드마스터j & 달빛감자남천점,음식점,별점 없음,138,0,부산 수영구 수영로388번길 37
재즈프레소,음식점,별점 없음,165,0,부산 수영구 광안해변로 27-3 2층
거래처,음식점,별점 없음,1,0,부산 수영구 남천동로9번길 57
드리아데버거&커피동명점,음식점,별점 없음,63,0,부산 남구 신선로 428
611WoodFire,음식점,별점 없음,337,0,부산 수영구 황령산로 14-1 2층
PUSIL 광안리,음식점,4.88,"3,137",0,부산 수영구 광남로 43 1층
킹스피자 남구점,음식점,별점 없음,0,0,부산 남구 유엔로120번길 31 1층
블루,음식점,별점 없음,407,0,부산 수영구 남천동로9번길 66
맘스터치 동명대점,음식점,별점 없음,183,0,부산 남구 신선로 428
플렌터,음식점,4.78,"5,860",0,부산 수영구 광남로48번길 17 1층 플렌터
피자1번가 대연동성하이타운점,음식점,별점 없음,27,0,부산 남구 천제등로24번길 3
맘스터치 남천점,음식점,별점 없음,392,0,부산 수영구 수영로464번길 21
피자알볼로 부산대연점,음식점,별점 없음,619,0,부산 남구 유엔평화로4번길 77 1층 101호
맥도날드 부산남천DT점,음식점,4.56,1,0,부산 수영구 수영로 470
크리스피아웃사이드,음식점,4.91,703,0,부산 수영구 광남로 47 2층
오지테이블 남천점,음식점,별점 없음,"2,877",0,부산 수영구 수영로 474 1층
네오피자 남구점,음식점,별점 없음,23,0,부산 남구 유엔평화로 149
송정동핫도그 남구청점,음식점,별점 없음,283,0,부산 남구 못골로41번길 12 1층 송정동핫도그 남구청점
로피,음식점,별점 없음,23,0,부산 수영구 광남로48번길 29 1층
버거킹 부산용호분포SK점,음식점,별점 없음,"4,289",0,부산 남구 용호로 116 분포주유소
타코짱 수영점,음식점,별점 없음,1,0,부산 수영구 광남로48번길 12 1층
빌라드키친,음식점,4.65,740,0,부산 남구 이기대공원로26번길 12 1-2층
타코 사운즈 클럽,음식점,별점 없음,"1,756",0,부산 수영구 광남로 74 1층
파자마 광안점,음식점,4.85,"1,007",0,부산 수영구 남천바다로 26 2층
솔탭하우스,음식점,별점 없음,"1,845",0,부산 수영구 광안해변로 153 4층
잭슨피자 광안리점,음식점,별점 없음,"2,223",0,부산 수영구 광안해변로 149 1~3층
KFC 광안리,음식점,별점 없음,8,0,부산 수영구 광안해변로 153 비치세븐빌딩 1층
미까뚜까,음식점,별점 없음,67,0,부산 수영구 남천바다로 38-8 1층
롯데리아용호점,음식점,별점 없음,"1,541",0,부산 남구 용호로 136-1 롯데리아
웅장상회 광안리점,음식점,별점 없음,360,0,부산 수영구 광안해변로 145 4동 1층 103호
소담곳,음식점,별점 없음,226,0,부산 수영구 남천바다로22번길 28 2층
모어샌드위치 광안남천점,음식점,별점 없음,99,0,부산 수영구 광남로 61-1 1층
임실치즈쌀피자,음식점,별점 없음,131,0,부산 수영구 남천바다로 23
타코형 타코야끼전문점 대연점,음식점,별점 없음,3,0,부산 남구 석포로 105 1(일부)층 (대연동)
홍루이젠 남천점,음식점,별점 없음,149,0,부산 수영구 남천바다로 14 홍루이젠 남천점
청년피자 용호감만점,음식점,별점 없음,99,0,부산 남구 용호로123번길 5
왈츠,음식점,별점 없음,6,0,부산 수영구 광안해변로 153 3층
하이스트 광안하운드점,음식점,별점 없음,0,0,부산 수영구 남천바다로33번길 12
피자에땅,음식점,별점 없음,5,0,부산 수영구 남천2동
신전떡볶이 대연점,음식점,별점 없음,"1,286",0,부산 남구 용소로 28
이삭토스트 부경대점,음식점,별점 없음,816,0,"부산 남구 용소로 28 1층 일부호(대연동, 금산빌딩)"
경성 즉석떡볶이,음식점,별점 없음,1,0,부산 남구 수영로 305 스파크
폰가게떡볶이,음식점,별점 없음,0,0,부산 남구 수영로 345 115동 104호
소소떡볶이 부산직영점,음식점,별점 없음,38,0,부산 수영구 황령대로489번길 14 1동 108호
남천할매집,음식점,3.87,959,0,부산 수영구 황령대로489번길 33-6 1층
천수양분식,음식점,별점 없음,61,0,부산 남구 수영로293번길 32
치즈앤포테이토,음식점,별점 없음,12,0,부산 남구 수영로293번길 30-6 1층 일부
고봉김밥 대남점,음식점,별점 없음,103,0,부산 수영구 수영로384번길 19 남천파크상가 6호
야무진한끼,음식점,별점 없음,161,0,부산 남구 수영로250번길 32 야무진한끼
틈새라면 부경대점,음식점,4.7,361,0,부산 남구 용소로21번길 27 2층
호마루떡볶이 대연점,음식점,별점 없음,3,0,부산 남구 유엔로215번길 37
애플꼬마김밥 남천점,음식점,별점 없음,409,0,부산 수영구 수영로384번길 14 1층
김밥담다,음식점,별점 없음,255,0,부산 남구 수영로 261 1층 김밥담다(대연역 버스정류장 앞)
명빈충무김밥 대연점,음식점,별점 없음,102,0,부산 남구 못골로 50
신재떡볶이앤불오뎅,음식점,별점 없음,38,0,부산 남구 못골로 48 신재떡볶이엔불오뎅
먹고또먹고,음식점,별점 없음,5,0,부산 남구 못골번영로 60
포섬 동명대학교점,음식점,별점 없음,0,0,부산 남구 신선로 428 동명대학교
고봉민김밥인 부산남천점,음식점,별점 없음,947,0,부산 수영구 광남로48번길 5
고봉민김밥인 부산대연점,음식점,별점 없음,"1,330",0,부산 남구 못골로41번길 6
진지와찬,음식점,별점 없음,39,0,부산 남구 못골로 46-1 1층
바로튀김,음식점,별점 없음,149,0,부산 수영구 수영로464번길 24
신촌깻잎떡볶이 광안점,음식점,별점 없음,94,0,부산 수영구 남천바다로33번길 22 1층 신촌깻잎떡볶이
애기김밥 남천점,음식점,별점 없음,14,0,부산 수영구 수영로464번길 25
압구정김밥 남천점,음식점,별점 없음,85,0,부산 수영구 남천동로108번길 34
다은이김밥,음식점,별점 없음,36,0,부산 남구 유엔평화로 162
보글보글,음식점,별점 없음,0,0,부산 수영구 광남로48번길 29
바로손만두,음식점,별점 없음,2,0,부산 남구 용호로109번길 3
이기대토스트,음식점,별점 없음,19,0,부산 남구 용호로97번길 23
부산분식,음식점,별점 없음,2,0,부산 남구 동명로 107
김가네 대연파크푸르지오점,음식점,별점 없음,293,0,부산 남구 홍곡로 360 상가 401동 203호
우리엄마충무김밥,음식점,별점 없음,8,0,부산 수영구 남천바다로 16
신호등분식,음식점,별점 없음,0,0,부산 남구 석포로 57
일미분식,음식점,별점 없음,9,0,부산 남구 석포로 55-2
달봉이떡볶이,음식점,별점 없음,0,0,부산 남구 석포로 58 1층
달봉이네분식,음식점,별점 없음,3,0,부산 남구 석포로 58
완벌집 경성대본점,음식점,4.86,"7,747",0,부산 남구 용소로13번길 36 2층
우시,음식점,별점 없음,145,0,부산 남구 유엔평화로41번길 7
영진돼지국밥,음식점,별점 없음,"1,973",0,부산 남구 수영로346번길 18 1층
서울깍두기 대연본점,음식점,별점 없음,251,0,부산 남구 못골로 101 1층
고덕사,음식점,별점 없음,176,0,부산 수영구 황령대로489번길 14
풍년곱창,음식점,별점 없음,"2,361",0,부산 남구 용소로28번길 22-1
황금대패,음식점,별점 없음,149,0,부산 수영구 황령대로 483-3 1층
마을회관,음식점,별점 없음,331,0,부산 남구 황령대로492번길 32
닭발먹은새우 직영본점,음식점,4.85,893,0,부산 남구 수영로346번길 12 닭발먹은새우 직영본점
수미식당,음식점,별점 없음,368,0,부산 남구 용소로 56-1 1층수미식당
이가네명인갈비살 부산대연점,음식점,별점 없음,475,0,부산 남구 수영로266번길 5 1층
정성식당,음식점,별점 없음,592,0,부산 남구 용소로7번길 37 이정란헤어모드
양돈산업,음식점,별점 없음,802,0,부산 수영구 황령대로481번길 17-3 양돈산업
다정한족발 남천점,음식점,별점 없음,206,0,부산 수영구 황령대로489번길 24
홍소족발,음식점,4.36,471,0,부산 남구 용소로13번길 93
고인돌족발,음식점,4.37,191,0,부산 수영구 황령대로473번길 26 1층
정양곱창,음식점,4.66,126,0,부산 수영구 남천동로 103
우연족발 대연동본점,음식점,4.92,344,0,부산 남구 못골로 51 1층 우연족발
한양왕족발,음식점,별점 없음,32,0,부산 남구 용호로106번길 40
청송양곱창,음식점,4.45,865,0,부산 수영구 남천동로108번길 8
미식가의 고기,음식점,별점 없음,465,0,부산 남구 동명로145번길 100
돈오락쪽갈비 대연점,음식점,별점 없음,41,0,부산 남구 유엔로120번길 38 1층
해운대논골집,음식점,4.97,34,0,부산 수영구 남천바다로10번길 70 에이동 105호
족족한날 족발.보쌈,음식점,4.8,81,0,부산 남구 천제등로 59 1층 족족한날
소일창 남천점,음식점,4.63,638,0,부산 수영구 수영로464번길 12 1층
안동찜닭,음식점,별점 없음,32,0,부산 남구 천제등로37번길 1 1층 안동찜닭
다옴,음식점,4.72,"6,898",0,부산 수영구 수영로464번길 9 105~106호
돈오락 쪽갈비,음식점,별점 없음,15,0,부산 남구 유엔로120번길 38 1층
황령산보쌈,음식점,별점 없음,49,0,부산 수영구 황령산로 8
도리신닭도리탕 대연점,음식점,별점 없음,30,0,부산 남구 유엔로 127-2 101호
예반,음식점,별점 없음,201,0,부산 수영구 남천동로108번길 10 1층
하늘소불고기 대연본점,음식점,별점 없음,33,0,부산 남구 유엔로 127 1층
옥탑방두얼간이 대연점,음식점,별점 없음,250,0,부산 남구 용소로13번길 77 1층 옥탑방 두 얼간이
비돈이제돈이 대연점,음식점,별점 없음,40,0,부산 남구 수영로298번길 36
맛있는 보쌈도시락,음식점,별점 없음,0,0,"부산 남구 수영로298번길 21 2층 일부호(대연동, 도네누)"
꾸꾸삼겹 대연직영점,음식점,별점 없음,0,0,부산 남구 수영로266번길 37 106호
홍곳간 남천본점,음식점,별점 없음,"1,445",0,부산 수영구 황령대로489번길 41 1층
계양깐,음식점,별점 없음,948,0,부산 수영구 황령대로481번길 18-12 1층
한우공판장 본점,음식점,별점 없음,920,0,부산 수영구 황령대로489번길 22 1층
콜롬보가든 남천본점,음식점,4.89,"1,385",0,부산 수영구 황령대로489번길 49-1 1층
이솔산오리,음식점,별점 없음,546,0,부산 남구 신선로 499
안동한우갈비,음식점,별점 없음,587,0,부산 수영구 수영로388번길 41 2층
남천 모소리,음식점,별점 없음,"1,440",0,부산 수영구 수영로388번길 25-4 105호
남천돈,음식점,4.56,132,0,부산 수영구 황령대로489번길 14 대성상가
삼부자황제갈비살,음식점,4.58,"1,410",0,부산 남구 유엔로169번길 97 1층 삼부자황제갈비살
꼬목살 남천점,음식점,별점 없음,269,0,부산 수영구 황령대로481번길 48 1층
정원양곱창,음식점,별점 없음,170,0,부산 수영구 황령대로481번길 18 1층
잘돼지참숯갈비 남천점,음식점,별점 없음,274,0,부산 수영구 황령대로481번길 53
족스토리,음식점,별점 없음,4,4,부산 남구 대연동 110-1
남천동 한우야,음식점,4.86,585,0,부산 수영구 황령대로481번길 52 정동상가1 층
꽃돼지,음식점,4.95,98,0,부산 남구 유엔평화로9번길 53 1층 꽃돼지
대연소담한 제주대패삼겹살,음식점,별점 없음,"1,413",0,부산 남구 수영로250번길 2
전남친순대 남천점,음식점,별점 없음,18,0,부산 수영구 수영로384번길 19 상가 11호
영남식육식당 남천본점,음식점,별점 없음,"1,416",0,부산 수영구 황령대로489번길 61 영남식육식당 남천본점
오빠막창 남구점,음식점,별점 없음,36,0,부산 남구 수영로250번길 45-24 1층 오빠막창 남구점
이우철 한방누룽지 삼계탕 대연점,음식점,4.76,608,0,부산 남구 유엔로 216 1층 이우철삼계탕 대연점
장생포고래등,음식점,별점 없음,47,0,부산 수영구 수영로384번길 7 파크 상가-2
호세야오리바베큐 남구점,음식점,별점 없음,15,0,부산 남구 유엔평화로17번길 87
남천참숯갈비,음식점,별점 없음,0,0,부산 수영구 수영로 379
로스구이집,음식점,4.72,658,0,부산 남구 신선로 566 GS하이츠자이 401동 1층 122호
진상 W스퀘어점,음식점,별점 없음,370,0,부산 남구 분포로 145 W상가 B동 1035호
오복갈비,음식점,별점 없음,75,0,부산 남구 유엔평화로9번길 13
청담족발앤국밥,음식점,별점 없음,5,0,부산 남구 분포로 115 B동 102호
대연 참숯불구이,음식점,별점 없음,15,0,부산 남구 못골로 93 1층 대연 참 숯불구이
고기대학,음식점,별점 없음,0,0,부산 남구 못골로 97-11 고기대학
대패마켙 부산대연점,음식점,4.91,"3,979",0,부산 남구 수영로 222 1층
환영생오리,음식점,별점 없음,211,0,부산 남구 수영로 237 102호
미식가의구이&샤브 대연직영점,음식점,별점 없음,232,0,부산 남구 수영로 227 2층
후발대 대연점,음식점,4.91,166,0,부산 남구 유엔평화로 3 1층 후발대 대연점
부산남양토담오리,음식점,별점 없음,263,0,부산 남구 유엔평화로17번길 12-12
푸주인 대연역점,음식점,4.92,919,0,부산 남구 유엔평화로14번길 7 1층 103호
합천양곱창,음식점,4.59,774,0,부산 남구 유엔평화로13번길 11 1층 합천양곱창
징기스 대연점,음식점,4.7,"2,328",0,부산 남구 유엔평화로13번길 4-9 1층
미진축산 대연점,음식점,별점 없음,"1,005",0,부산 남구 유엔평화로 20 1층 미진축산 대연점
냉삼회관 부산대연점,음식점,4.83,274,0,부산 남구 유엔평화로14번길 4 1층 101호
양산박,음식점,별점 없음,"1,126",0,부산 남구 못골로 75
문현곱창,음식점,별점 없음,138,0,부산 남구 못골로 91-13
이가국밥 대연점,음식점,4.57,323,0,부산 남구 진남로 10 1층 이가국밥 대연점
또근이찜닭 남천점,음식점,별점 없음,5,0,부산 수영구 수영로408번길 65 상가동 1층 8호
남천육회상회,음식점,4.87,"1,885",0,부산 수영구 광남로10번길 2 1층
명륜진사갈비 부산대연점,음식점,4.74,"1,737",0,부산 남구 수영로 224 1층
유가네닭갈비 대연점,음식점,4.81,"4,901",0,부산 남구 유엔평화로 8 2층 유가네닭갈비 대연점
화화돼지왕갈비 부산대연점,음식점,별점 없음,807,0,부산 남구 유엔평화로 32 2층 화화돼지왕갈비 대연점
쌍둥이돼지국밥 대연점,음식점,별점 없음,"1,386",0,부산 남구 유엔평화로 16 1층
화덕훈제오리&통삼겹&호랑이갈비찜 남천점,음식점,별점 없음,37,0,부산 수영구 남천동로 33 501동 G12호
대연모소리,음식점,별점 없음,"1,160",0,부산 남구 못골로 74 1층
정육명가우애돈 남천점,음식점,별점 없음,137,0,부산 수영구 남천동로 30
꿈꾸는황소,음식점,4.32,273,0,부산 남구 유엔평화로 21 민제빌딩
엉터리 무한대패 대연점,음식점,별점 없음,52,0,부산 남구 유엔평화로 39 1층
맛찬들왕소금구이 대연점,음식점,4.47,"2,337",0,부산 남구 유엔평화로 36 1층
유가네닭갈비 부산남천점,음식점,별점 없음,368,0,부산 수영구 남천동로9번길 4 유가네닭갈비 부산남천점
용호대패,음식점,별점 없음,12,0,부산 남구 용호로 48 1층
까치솥뚜껑닭도리 대연점,음식점,별점 없음,945,0,부산 남구 유엔로 143 1층
소플러스 이기대점,음식점,4.78,"1,097",0,부산 남구 용호로 80 소플러스 이기대점
공원칼국수,음식점,별점 없음,"6,225",0,부산 남구 유엔평화로 110
요달의찜닭&내가닭도리탕이다 용호점,음식점,별점 없음,77,0,부산 남구 용호로106번길 58 1층 요달의찜닭&내가닭도리탕이다 용호점
식당3선 용호점,음식점,별점 없음,"3,100",0,부산 남구 용호로 91 휴렉스 1층 103호
돌돌집,음식점,4.94,695,0,부산 수영구 수영로464번길 8 1층
고기굽는남자 광안리점,음식점,4.85,"4,808",0,부산 수영구 광남로 44 1층 고기굽는남자 광안리점
낙원조개오리,음식점,별점 없음,76,0,부산 남구 용호로76번길 25-7
담가화로구이 대연점,음식점,별점 없음,457,0,부산 남구 수영로 192 1층
광안리 언양불고기원조집,음식점,별점 없음,78,0,부산 수영구 남천동로108번길 14 2층
못골갈비,음식점,별점 없음,579,0,부산 남구 유엔평화로4번길 77-8
대연생삼겹,음식점,4.79,174,0,부산 남구 유엔로 126 대연생삼겹
해시 대연점,음식점,별점 없음,2,0,부산 남구 못골번영로40번길 8
장수녹차숯불갈비,음식점,별점 없음,5,0,부산 남구 진남로36번길 101
장수맛족발,음식점,별점 없음,301,0,부산 남구 못골로 59-3
우리영양탕삼계탕,음식점,별점 없음,51,0,부산 남구 유엔평화로4번길 51 동경시티빌라101호
가연장미역국 정찬광안점,음식점,별점 없음,579,0,부산 수영구 남천바다로10번길 69
부산돼지국밥,음식점,별점 없음,593,0,부산 수영구 남천동로 107 소천빌딩
이조갈비,음식점,별점 없음,"1,255",0,부산 남구 수영로 185 1층
전남친순대 못골시장점,음식점,별점 없음,8,0,"부산 남구 못골로 56 1층 97호, 98호"
부막숯불닭갈비 대연점,음식점,4.85,"1,736",0,부산 남구 유엔평화로4번길 85 1층
육식사관학교 부산대연점,음식점,별점 없음,5,0,부산 남구 못골번영로 15-28 1층
엄나무녹두삼계탕,음식점,별점 없음,0,0,부산 남구 천제등로37번길 1
수양숯불갈비,음식점,4.66,83,0,부산 남구 수영로196번길 6 1층
시멘트136,음식점,별점 없음,87,0,부산 남구 용호로 136 2층 시멘트136
곱창119 경성대부경대점,음식점,4.9,"2,737",0,부산 남구 용소로7번길 64 2층
만만닭강정 본점,음식점,4.91,"2,422",0,부산 남구 수영로322번길 22 1층
청도치킨,음식점,별점 없음,504,0,부산 남구 용소로8번길 42 1층
한솥도시락 부경대점,음식점,별점 없음,467,0,부산 남구 용소로 48
써브웨이 경성대점,음식점,별점 없음,"1,071",0,부산 남구 수영로 297 대영빌딩 1층
뉴리틀인디아 앤 네팔,음식점,별점 없음,1,0,부산 남구 수영로322번길 19 2층 뉴리틀인디아 앤 네팔
국제닭강정&새우강정 경성대부경대점,음식점,별점 없음,5,0,부산 남구 수영로322번길 51
노랑통닭 대연성당점,음식점,별점 없음,0,0,부산 남구 수영로266번길 67 1층
맘스터치 경성대점,음식점,별점 없음,694,0,부산 남구 수영로 313
구구닭촌경성대점,음식점,별점 없음,19,0,부산 남구 수영로346번길 20
정성숯불두마리치킨 대연점,음식점,별점 없음,1,0,부산 남구
떴다파닭 경성대점,음식점,별점 없음,20,0,부산 남구 수영로266번길 117
처갓집양념치킨 경성부경대점,음식점,별점 없음,1,0,부산 남구 수영로266번길 108 1층 (대연동)
대찬 두 마리 파닭,음식점,별점 없음,2,0,부산 남구 수영로346번길 20
치토피아,음식점,별점 없음,3,0,부산 남구 용소로13번길 41-1 (대연동)
야식한 밤에 치떡,음식점,별점 없음,12,0,부산 남구 용소로7번길 9
닭장을 나온 암탉,음식점,별점 없음,1,1,부산 남구 용소로7번길 15
찹쌀로 만든 조시치킨 부산 경성대점,음식점,별점 없음,30,0,부산 남구 용소로7번길 15
치킨과요리의 만남 대연점,음식점,별점 없음,2,0,부산 남구 용소로19번길 34
파닭일번지,음식점,별점 없음,224,0,부산 남구 용소로13번길 104
노마진두마리치킨 대연점,음식점,별점 없음,2,0,부산 남구 수영로266번길 40 1층1호
놀라버린파닭,음식점,별점 없음,2,0,부산 남구 용소로13번길 104
가마치통닭 경성대점,음식점,4.42,248,0,부산 남구 수영로266번길 21 103호
쌀통닭 대연혁신점,음식점,별점 없음,332,0,"부산 남구 수영로 345 115동 102호(대연동, 대연힐스테이트푸르지오)"
대연통닭,음식점,별점 없음,6,0,부산 남구 수영로266번길 26
허브앤솔,음식점,별점 없음,11,0,부산 남구 조각공원로 47
지코바치킨 남천1호점,음식점,별점 없음,72,0,부산 수영구 황령대로489번길 10 대성상가 2동 105호
치킨팩토리,음식점,별점 없음,4,0,부산 남구 조각공원로 47
하도 이자카야,음식점,별점 없음,264,0,부산 수영구 황령대로489번길 21 하도 이자카야
가마치통닭 부산메트로자이점,음식점,별점 없음,333,0,부산 남구 신선로 566
꼬꼬네두마리치킨 부경대점,음식점,별점 없음,6,2,부산 남구 유엔로215번길 37
남썬 치킨 W스퀘어점,음식점,별점 없음,4,0,부산 남구 분포로 145 A동 1층 1074호
노는바다,음식점,4.67,941,0,부산 수영구 황령대로481번길 39 1층
BBQ치킨 용호메트로점,음식점,별점 없음,88,0,부산 남구 신선로 566 401동 1층 110호
자담치킨 부산용호점,음식점,별점 없음,79,0,부산 남구 용호로42번길 14 현대비치아파트 1층 111호
가마치통닭 남천점,음식점,별점 없음,218,0,부산 수영구 남천동로 12
오꾸닭 대연점,음식점,별점 없음,400,0,부산 남구 유엔평화로 18-1
처갓집양념치킨 남천점,음식점,4.46,174,0,부산 수영구 남천동로 7
노랑통닭 동명대평화공원점,음식점,별점 없음,9,0,부산 남구 신선로 462 1층(대연동)
대연오뎅,음식점,별점 없음,57,0,부산 남구 진남로 19 1층
BBQ치킨 부산대연점,음식점,별점 없음,266,0,부산 남구 진남로36번길 2 1층
피오름피자 부산남구점,음식점,별점 없음,4,0,부산 남구 진남로 19
찐숯불치킨,음식점,별점 없음,30,0,부산 남구 못골번영로40번길 45 101호
가마치통닭 부산용호점,음식점,별점 없음,205,0,부산 남구 용호로42번길 34 나동 1호 (용호동 현광빌라 1층)
피나치공 대연점,음식점,별점 없음,298,0,부산 남구 못골번영로46번길 46 상가 1층 피자나라치킨공주 대연점
BHC치킨 대연못골점,음식점,별점 없음,32,0,부산 남구 진남로 51 1층
롯데리아 부산대연점,음식점,4.43,"2,453",0,부산 남구 수영로 200 롯데리아
국제통닭 남천점,음식점,별점 없음,416,0,부산 수영구 남천동로 105
DK 동키치킨 부산대연점,음식점,별점 없음,119,0,부산 남구 수영로196번길 9 1층
불로만숯불바베큐 대연1호점,음식점,별점 없음,96,0,부산 남구 석포로 135
푸라닭 부산용호점,음식점,별점 없음,247,0,부산 남구 용호로90번길 13-3 102호
치킨신드롬 남천하늘채점,음식점,별점 없음,39,0,부산 수영구 남천동로 91 301동 106호
김복남맥주 부산대연점,음식점,별점 없음,19,0,부산 남구 천제등로 42-1 1층
거인통닭,음식점,별점 없음,500,0,부산 남구 수영로 195-5 거인통닭
꾸브라꼬 숯불두마리치킨 대연점,음식점,별점 없음,103,0,부산 남구 유엔평화로4번길 60
2피자1치킨상회 부산남구점,음식점,별점 없음,24,0,부산 남구 못골번영로40번길 8 1(일부)층(대연동)
자담치킨 부산대연점,음식점,별점 없음,185,0,부산 남구 못골번영로 46
고려통닭 부산용당점,음식점,별점 없음,11,0,부산 남구 유엔평화로125번길 4 1층
굽네치킨 용호메트로점,음식점,별점 없음,101,0,부산 남구 용호로90번길 12-4 삼성주택
노랑통닭 대연점,음식점,별점 없음,116,0,부산 남구 수영로208번길 50 1층
60계치킨 부산광안점,음식점,별점 없음,459,0,부산 수영구 남천바다로21번길 6 1층
멕시칸용호점,음식점,별점 없음,2,0,부산 남구 이기대공원로12번길 20
거누광장 경성대점,음식점,별점 없음,151,0,부산 남구 용소로13번길 12 쌍둥이빌딩 2층
BHC치킨 부산대연점,음식점,4.41,300,0,부산 남구 석포로 76
BBQ치킨 부산대연파크점,음식점,별점 없음,37,0,부산 남구 홍곡로 360 상가 401동 108호
교촌치킨 대연3호점,음식점,별점 없음,275,0,부산 남구 석포로 83 1층
남썬 치킨 대연점,음식점,별점 없음,17,0,부산 남구 석포로 104-1 1층(대연동)
처갓집양념치킨 용호점,음식점,4.31,96,0,부산 남구 동명로 121
처갓집양념치킨 대연점,음식점,4.24,33,0,부산 남구 석포로 79
남썬 치킨 대연3호점,음식점,별점 없음,8,0,부산 남구 석포로 104-1 1층(대연동)
본가치킨,음식점,별점 없음,35,0,부산 남구 동명로118번길 2 불로만숯불갈비
사각치킨,음식점,별점 없음,18,0,부산 남구 석포로58번길 5 1층
언양불고기통닭,음식점,별점 없음,2,0,부산 수영구 남천바다로 38-7 1층
on the yard,음식점,4.57,"1,538",0,부산 남구 수영로346번길 23-1 on the yard
청년피자 부산남구점,음식점,별점 없음,144,0,부산 남구 용소로64번길 81
몬스터치즈랩 용호점,음식점,별점 없음,182,0,부산 남구 분포로 61 B동 1 층 131호
APP 앱피자,음식점,별점 없음,4,0,부산 남구 유엔로 197
케이찹사라다 용호점,음식점,별점 없음,342,0,부산 남구 분포로 61 B동 1층 135호
타블도트 부산W스퀘어점,음식점,별점 없음,"2,788",0,부산 남구 분포로 145 W스퀘어 2092호
피자스쿨 부산남천역점,음식점,별점 없음,299,0,부산 수영구 수영로408번길 10 1층
브뤼트피자 대연못골점,음식점,4.89,77,0,부산 남구 진남로 9 1층 브뤼트피자
못골맥주 대연동 본점,음식점,별점 없음,396,0,부산 남구 못골로 90-1 1층
빽보이피자 부산대연점,음식점,별점 없음,0,0,부산 남구 수영로208번길 15 1층 103호
다이닝센 부산본점,음식점,별점 없음,"1,128",0,"부산 남구 용호로 88 3층, 4층"
7번가피자 대연점,음식점,별점 없음,198,0,부산 남구 유엔로 140 1층
피자덕 대연점,음식점,별점 없음,41,0,부산 남구 유엔로 133
