name,category,star_rating,visitor_reviews,blog_reviews,address,latitude,longitude,distance_m
경수초장집,음식점,별점 없음,93,0,"부산 남구 용소로8번길 17 , 5층",35.1361225402726,129.099549255631,594.7
지금은 아구찜 대연점,음식점,별점 없음,0,0,부산 남구 수영로298번길 21 2(일부)층 (대연동),35.135916098647,129.099584871412,583.0
신밀양돼지국밥,음식점,별점 없음,3,0,부산 남구 용소로 45,35.1311780304316,129.105045490948,317.0
하대승담양갈비 대연점,음식점,별점 없음,455,0,부산 남구 유엔로 229 1층,35.1303106529519,129.10119467934,570.2
곱창동자,음식점,별점 없음,4,1,부산 남구 용소로21번길 37-1,35.1357519705205,129.102833469408,314.8
엄마손 닭도리탕,음식점,별점 없음,2,0,부산 남구 용소로13번길 17,35.1367420529701,129.10146880873,480.5
맛있는 김치찜&김치찌개,음식점,별점 없음,1,0,"부산 남구 수영로298번길 39-9 가동 101호, 102호",35.1355314134025,129.100088055001,525.3
포천할매 순두부,음식점,별점 없음,0,0,부산 남구 용소로14번길 23,35.1354708335662,129.099533065775,571.3
맛있는인생,음식점,별점 없음,3,0,부산 남구 용소로14번길 17,35.1356448435932,129.099876396809,547.6
울엄마 김치찜 갈비찜,음식점,별점 없음,0,0,부산 남구 수영로298번길 27,35.1356158489392,129.099703533508,561.4
닭한판바베큐,음식점,별점 없음,1,0,부산 남구 수영로 312,35.1369795296869,129.100620669986,557.6
궁순 순두부,음식점,별점 없음,0,0,부산 남구 용소로13번길 77 (대연동),35.1379684977526,129.104361821459,454.5
지교,음식점,4.96,203,0,부산 남구 수영로346번길 44 1층 지교,35.1371081278563,129.104457271603,359.8
그집짬뽕0927 대연점,음식점,4.86,"3,082",0,부산 남구 용소로7번길 60 영광드림타워 1층 102호,35.1378963707258,129.103398751674,475.6
1978 상하이짬뽕 대연점,음식점,별점 없음,2,0,부산 남구 용소로19번길 41-1,35.1367407351677,129.102624913081,404.7
뚠뚠이 생안심탕수육,음식점,별점 없음,3,0,부산 남구 용소로34번길 25,35.1341018088966,129.099698652009,532.4
호호정,음식점,별점 없음,566,0,부산 남구 신선로 566 401동 147-2호,35.1326695529587,129.10968594313,404.0
탕슈탕슈,음식점,별점 없음,4,0,부산 남구 조각공원로 47,35.1312994588891,129.101134310728,501.4
차이풍,음식점,별점 없음,809,0,부산 남구 용소로13번길 46 2층 차이풍,35.1371340502366,129.102923106256,422.7
칠성반점,음식점,별점 없음,0,0,부산 남구 용소로21번길 41,35.1356863059558,129.103112062477,290.6
갈비짬뽕엔탕수육,음식점,별점 없음,0,0,부산 남구 수영로298번길 27,35.1356158489392,129.099703533508,561.4
반대가리,음식점,별점 없음,4,0,부산 남구 수영로325번길 12,35.1387844865167,129.101979990195,623.5
이자카야 우규 경성대점,음식점,4.89,304,0,부산 남구 용소로13번길 37,35.1371490524988,129.102520887801,445.7
미츠바,음식점,4.94,209,0,부산 남구 용소로14번길 50 2층,35.1355335929578,129.098501089982,663.5
오오키니,음식점,4.47,453,0,부산 남구 용소로14번길 31 1층 오오키니,35.1353582291157,129.099062745633,609.1
세이고우,음식점,별점 없음,443,0,부산 남구 수영로298번길 41 1층,35.1351420919909,129.100042510882,516.9
미슐당 대연본점,음식점,별점 없음,"5,452",0,부산 남구 용소로13번길 80 1층 미슐당,35.1378843369131,129.104600012749,440.7
쿠우쿠우 부산경성대점,음식점,별점 없음,"6,968",0,부산 남구 수영로 305 3층 쿠우쿠우 골드 부산경성대점,35.1373386097078,129.099270911942,681.3
카츠키친 대연점,음식점,4.92,"1,007",0,부산 남구 용소로7번길 54 102호,35.1377792766643,129.103161962868,473.2
은화수식당 경성대점,음식점,별점 없음,355,0,부산 남구 용소로21번길 39-1,35.1357851303387,129.102968594773,307.6
톤톤,음식점,별점 없음,8,0,부산 남구 용소로19번길 48 1층,35.1366116160961,129.103101532599,366.2
코고미식당,음식점,별점 없음,402,0,부산 남구 수영로334번길 56-6 에덴원룸 1층,35.1361486977396,129.103594243188,298.1
오니쿠,음식점,4.88,171,0,부산 남구 수영로358번길 25 1층 오니쿠,35.138450899439,129.10534643055,495.4
마지,음식점,별점 없음,3,0,부산 남구 용소로14번길 14-1 1층,35.1360402233638,129.099816784125,568.8
충남집,음식점,별점 없음,232,0,부산 남구 수영로358번길 36,35.1378791926289,129.105419796042,431.7
타코비 경성대점,음식점,별점 없음,99,0,부산 남구 수영로 306 농협대연동지점,35.1369167202614,129.099825367555,613.6
오츠 경성대부경대점,음식점,별점 없음,287,0,부산 남구 수영로334번길 56-7 1층,35.1359176462127,129.103448649532,286.6
이천밥쌤 경성대부경대점,음식점,별점 없음,205,0,부산 남구 용소로 13 경운빌딩 1층,35.1362136955536,129.10092383766,487.6
